page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
1067_home,2,85,87,0.022988505747126436,1067,sjr_28552,1067,International Small Business Journal,journal,02662426,"2,257",Q1,104,56,107,5500,1142,104,"10,59","98,21",United Kingdom,Western Europe,SAGE Publications Ltd,1982-2022,Business and International Management (Q1),"Business, Management and Accounting",http://isb.sagepub.com/
1068_home,2,85,87,0.022988505747126436,1068,sjr_23246,1068,Heart Rhythm,journal,"15475271, 15563871","2,256",Q1,151,351,1023,7388,4424,810,"4,21","21,05",Netherlands,Western Europe,Elsevier,2004-2022,Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1),Medicine,https://www.heartrhythmjournal.com/
1069_home,36,678,714,0.05042016806722689,1069,sjr_21100205761,1069,European Heart Journal Cardiovascular Imaging,journal,"20472412, 20472404","2,255",Q1,110,351,826,5845,2969,472,"3,15","16,65",United Kingdom,Western Europe,Oxford University Press,2012-2022,"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://academic.oup.com/ehjcimaging
106_home,4,468,472,0.00847457627118644,106,sjr_21100228100,106,Advances in Optics and Photonics,journal,19438206,"8,332",Q1,82,10,51,2951,1144,41,"25,94","295,10",United States,Northern America,Optica Publishing Group,2009-2022,"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)",Environmental Science; Physics and Astronomy,https://www.osapublishing.org/aop/home.cfm
1070_home,2,85,87,0.022988505747126436,1070,sjr_24267,1070,British Journal of Dermatology,journal,"00070963, 13652133","2,254",Q1,194,524,2171,9354,6971,728,"3,46","17,85",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,"1892, 1895-1896, 1898, 1901-1903, 1908, 1910-1912, 1916-2022",Dermatology (Q1); Medicine (miscellaneous) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/13652133
1071_home,2,85,87,0.022988505747126436,1071,sjr_18091,1071,Sociological Methods and Research,journal,"00491241, 15528294","2,252",Q1,89,98,176,6357,1088,173,"7,08","64,87",United States,Northern America,SAGE Publications Inc.,1972-2022,Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Social Sciences,https://journals.sagepub.com/home/smr
1072_home,6,1075,1081,0.005550416281221091,1072,sjr_21100924827,1072,Communications Biology,journal,23993642,"2,251",Q1,58,1316,2501,84012,14885,2429,"5,63","63,84",United States,Northern America,Springer Nature,2018-2022,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",https://www.nature.com/commsbio/
1073_home,2,85,87,0.022988505747126436,1073,sjr_21003,1073,Environmental Health Perspectives,journal,"15529924, 00916765","2,251",Q1,313,236,557,11586,4025,415,"6,46","49,09",United States,Northern America,"Public Health Services, US Dept of Health and Human Services",1972-2022,"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)",Environmental Science; Medicine,https://ehp.niehs.nih.gov/
1074_home,5,476,481,0.010395010395010396,1074,sjr_28632,1074,Biostatistics,journal,"14654644, 14684357","2,248",Q1,89,80,170,2056,676,165,"2,59","25,70",United Kingdom,Western Europe,Oxford University Press,2003-2022,"Medicine (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)",Decision Sciences; Mathematics; Medicine,http://biostatistics.oxfordjournals.org/
1075_home,4,117,121,0.03305785123966942,1075,sjr_21101042161,1075,Environmental Science and Ecotechnology,journal,26664984,"2,247",Q1,22,38,70,2520,854,65,"12,20","66,32",Netherlands,Western Europe,Elsevier BV,2020-2023,Ecology (Q1); Environmental Engineering (Q1); Environmental Science (miscellaneous) (Q1),Environmental Science,https://www.sciencedirect.com/journal/environmental-science-and-ecotechnology
1076_home,2,85,87,0.022988505747126436,1076,sjr_19400158483,1076,Social Issues and Policy Review,journal,"17512409, 17512395","2,245",Q1,44,9,27,1477,244,26,"10,11","164,11",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2008-2022,Applied Psychology (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Psychology; Social Sciences,https://spssi.onlinelibrary.wiley.com/journal/17512409
1077_home,2,85,87,0.022988505747126436,1077,sjr_21100981277,1077,Wiley Interdisciplinary Reviews: Water,journal,20491948,"2,245",Q1,54,48,210,5869,1905,207,"8,70","122,27",United States,Northern America,John Wiley &amp; Sons Inc.,2014-2022,"Aquatic Science (Q1); Ecology (Q1); Management, Monitoring, Policy and Law (Q1); Ocean Engineering (Q1); Oceanography (Q1); Water Science and Technology (Q1)",Agricultural and Biological Sciences; Earth and Planetary Sciences; Engineering; Environmental Science,https://wires.onlinelibrary.wiley.com/journal/20491948
1078_home,86,396,482,0.17842323651452283,1078,sjr_13550,1078,Journal of Climate,journal,"15200442, 08948755","2,243",Q1,319,455,1602,32310,8565,1600,"5,05","71,01",United States,Northern America,American Meteorological Society,"1987-1989, 1991-2022",Atmospheric Science (Q1),Earth and Planetary Sciences,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-climate/
1079_home,6,716,722,0.008310249307479225,1079,sjr_24430,1079,Journal of Petrology,journal,"14602415, 00223530","2,243",Q1,187,97,278,10795,1146,266,"3,83","111,29",United Kingdom,Western Europe,Oxford University Press,1960-2022,Geochemistry and Petrology (Q1); Geophysics (Q1),Earth and Planetary Sciences,https://academic.oup.com/petrology
107_home,15,831,846,0.01773049645390071,107,sjr_14204,107,Nucleic Acids Research,journal,"03051048, 13624962","8,234",Q1,607,1214,3872,58320,68591,3866,"14,16","48,04",United Kingdom,Western Europe,Oxford University Press,1974-2022,Genetics (Q1),"Biochemistry, Genetics and Molecular Biology",https://academic.oup.com/nar
1080_home,4,117,121,0.03305785123966942,1080,sjr_19064,1080,Resuscitation,journal,"18731570, 03009572","2,242",Q1,149,381,1453,9894,4883,917,"3,48","25,97",Ireland,Western Europe,Elsevier Ireland Ltd,"1972-1976, 1978-2022",Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1),Medicine; Nursing,https://www.journals.elsevier.com/resuscitation
1081_home,4,117,121,0.03305785123966942,1081,sjr_26533,1081,Advances in Colloid and Interface Science,journal,00018686,"2,241",Q1,210,160,423,29999,7020,416,"16,33","187,49",Netherlands,Western Europe,Elsevier,"1967-1972, 1974-2022",Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1),Chemical Engineering; Chemistry; Physics and Astronomy,https://www.sciencedirect.com/journal/advances-in-colloid-and-interface-science
1082_home,14,1168,1182,0.011844331641285956,1082,sjr_22904,1082,Oxford Review of Economic Policy,journal,"14602121, 0266903X","2,241",Q1,96,26,143,962,951,142,"7,37","37,00",United Kingdom,Western Europe,Oxford University Press,1985-2022,"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)","Economics, Econometrics and Finance; Environmental Science",https://academic.oup.com/oxrep
1083_home,6,524,530,0.011320754716981131,1083,sjr_19600162011,1083,Science China Chemistry,journal,"18691870, 16747291","2,241",Q1,75,290,724,17550,5459,668,"8,30","60,52",China,Asiatic Region,Science Press (China),2010-2022,Chemistry (miscellaneous) (Q1),Chemistry,https://www.springer.com/journal/11426
1084_home,2,76,78,0.02564102564102564,1084,sjr_21100977374,1084,Solar RRL,journal,2367198X,"2,240",Q1,63,512,1061,30507,8629,1053,"8,31","59,58",Germany,Western Europe,Wiley-VCH Verlag,2017-2022,"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Energy Engineering and Power Technology (Q1)",Energy; Engineering; Materials Science; Physics and Astronomy,https://onlinelibrary.wiley.com/journal/2367198x
1085_home,2,85,87,0.022988505747126436,1085,sjr_12811,1085,Personality and Social Psychology Bulletin,journal,"01461672, 15527433","2,238",Q1,218,215,338,13581,1928,337,"5,26","63,17",United States,Northern America,SAGE Publications Inc.,"1976, 1988, 1995-2022",Social Psychology (Q1),Psychology,https://journals.sagepub.com/home/psp
1086_home,50,447,497,0.1006036217303823,1086,sjr_19700175052,1086,Clinical Epidemiology,journal,11791349,"2,237",Q1,71,136,338,4923,1734,327,"3,56","36,20",New Zealand,Pacific Region,Dove Medical Press Ltd.,2010-2022,Epidemiology (Q1),Medicine,https://www.dovepress.com/clinical-epidemiology-journal
1087_home,2,85,87,0.022988505747126436,1087,sjr_19295,1087,"Gender, Work and Organization",journal,"14680432, 09686673","2,237",Q1,88,168,398,11091,2643,382,"7,28","66,02",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1994-2022,Gender Studies (Q1); Organizational Behavior and Human Resource Management (Q1),"Business, Management and Accounting; Social Sciences",https://onlinelibrary.wiley.com/journal/14680432
1088_home,19,764,783,0.024265644955300127,1088,sjr_29432,1088,American Educational Research Journal,journal,"00028312, 19351011","2,234",Q1,138,35,178,2537,1009,177,"4,49","72,49",United States,Northern America,SAGE Publications Ltd,"1978, 1982, 1986, 1996-2022",Education (Q1),Social Sciences,https://us.sagepub.com/en-us/nam/journal/american-educational-research-journal#description
1089_home,6,624,630,0.009523809523809525,1089,sjr_23845,1089,Journal of Cardiovascular Magnetic Resonance,journal,"1532429X, 10976647","2,233",Q1,109,74,296,3553,1793,296,"6,16","48,01",United Kingdom,Western Europe,BioMed Central Ltd.,1999-2022,"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Health Professions; Medicine,https://jcmr-online.biomedcentral.com/
108_home,2,85,87,0.022988505747126436,108,sjr_21100237403,108,"Lancet Diabetes and Endocrinology,The",journal,"22138595, 22138587","8,217",Q1,151,193,587,4006,7016,241,"12,79","20,76",United Kingdom,Western Europe,Elsevier Ltd.,2013-2022,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine",https://www.thelancet.com/journals/landia/home
1090_home,4,117,121,0.03305785123966942,1090,sjr_15519,1090,Finance Research Letters,journal,"15446131, 15446123","2,231",Q1,81,883,1026,23358,11028,1026,"11,03","26,45",Netherlands,Western Europe,Elsevier BV,2004-2022,Finance (Q1),"Economics, Econometrics and Finance",https://www.sciencedirect.com/journal/finance-research-letters
1091_home,6,566,572,0.01048951048951049,1091,sjr_28707,1091,Angiogenesis,journal,"15737209, 09696970","2,227",Q1,98,45,159,2507,1357,142,"9,43","55,71",Netherlands,Western Europe,Springer Netherlands,"1997-1999, 2001-2022",Cancer Research (Q1); Clinical Biochemistry (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.springer.com/journal/10456/
1092_home,29,411,440,0.0659090909090909,1092,sjr_21100197121,1092,Geoscientific Model Development,journal,"1991959X, 19919603","2,225",Q1,115,391,873,30055,5653,873,"5,22","76,87",Germany,Western Europe,Copernicus Gesellschaft mbH,2008-2022,Earth and Planetary Sciences (miscellaneous) (Q1); Modeling and Simulation (Q1),Earth and Planetary Sciences; Mathematics,https://www.geoscientific-model-development.net/
1093_home,9,1218,1227,0.007334963325183374,1093,sjr_21100403505,1093,Advances in Nonlinear Analysis,journal,"2191950X, 21919496","2,222",Q1,33,40,247,1352,876,246,"3,77","33,80",Germany,Western Europe,de Gruyter,2012-2023,Analysis (Q1),Mathematics,https://www.degruyter.com/view/j/anona
1094_home,58,361,419,0.13842482100238662,1094,sjr_11700154363,1094,Cryosphere,journal,"19940416, 19940424","2,222",Q1,102,260,751,18237,4223,751,"5,15","70,14",Germany,Western Europe,Copernicus Group,2007-2022,Earth-Surface Processes (Q1); Water Science and Technology (Q1),Earth and Planetary Sciences; Environmental Science,https://www.the-cryosphere.net/
1095_home,4,117,121,0.03305785123966942,1095,sjr_24804,1095,Neural Networks,journal,"08936080, 18792782","2,221",Q1,164,377,954,20055,9214,949,"8,67","53,20",United Kingdom,Western Europe,Elsevier Ltd.,1988-2022,Artificial Intelligence (Q1); Cognitive Neuroscience (Q1),Computer Science; Neuroscience,https://www.journals.elsevier.com/neural-networks
1096_home,2,800,802,0.0024937655860349127,1096,sjr_21100872127,1096,npj Quantum Materials,journal,23974648,"2,221",Q1,45,119,256,6556,1391,254,"5,43","55,09",United Kingdom,Western Europe,Nature Publishing Group,2016-2022,"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)",Materials Science; Physics and Astronomy,https://www.nature.com/npjquantmats/
1097_home,33,637,670,0.049253731343283584,1097,sjr_144668,1097,Journal of Knowledge Management,journal,13673270,"2,220",Q1,134,197,335,20285,4091,329,"10,26","102,97",United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1997-2022,Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting",https://www.emeraldgrouppublishing.com/journal/jkm?distinct_id=170f45559ebe-0bfa3dddae7637-f313f6d-144000-170f45559ec1d2
1098_home,4,117,121,0.03305785123966942,1098,sjr_18158,1098,Computer Methods in Applied Mechanics and Engineering,journal,00457825,"2,218",Q1,217,717,1866,42648,14060,1864,"7,62","59,48",Netherlands,Western Europe,Elsevier,1972-2022,Computational Mechanics (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1),Computer Science; Engineering; Physics and Astronomy,https://www.journals.elsevier.com/computer-methods-in-applied-mechanics-and-engineering
1099_home,3,529,532,0.005639097744360902,1099,sjr_21101068168,1099,Perspectives on Public Management and Governance,journal,"23984910, 23984929","2,218",Q1,15,19,85,1286,360,81,"2,88","67,68",United States,Northern America,Oxford University Press,2018-2022,Public Administration (Q1),Social Sciences,https://academic.oup.com/ppmg
109_home,43,333,376,0.11436170212765957,109,sjr_19900191884,109,American Economic Journal: Economic Policy,journal,"19457731, 1945774X","8,175",Q1,80,49,152,2600,946,152,"4,95","53,06",United States,Northern America,American Economic Association,2009-2022,"Economics, Econometrics and Finance (miscellaneous) (Q1)","Economics, Econometrics and Finance",https://www.aeaweb.org/journals/pol
10_home,44,324,368,0.11956521739130435,10,sjr_22697,10,American Economic Review,journal,00028282,"21,833",Q1,337,71,355,4237,4108,354,"9,78","59,68",United States,Northern America,American Economic Association,"1973-1975, 1978-2022",Economics and Econometrics (Q1),"Economics, Econometrics and Finance",https://www.aeaweb.org/journals/aer
1100_home,4,117,121,0.03305785123966942,1100,sjr_30867,1100,TrAC - Trends in Analytical Chemistry,journal,01659936,"2,218",Q1,198,257,970,31309,14130,957,"13,53","121,82",Netherlands,Western Europe,Elsevier,1981-2022,Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1),Chemistry; Environmental Science,https://www.sciencedirect.com/journal/trac-trends-in-analytical-chemistry
1101_home,2,764,766,0.0026109660574412533,1101,sjr_21100867475,1101,npj Breast Cancer,journal,23744677,"2,209",Q1,40,131,261,6079,1528,254,"5,47","46,40",United Kingdom,Western Europe,Nature Publishing Group,2015-2022,"Oncology (Q1); Pharmacology (medical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://www.nature.com/npjbcancer/
