Title,"If filter ""v"", otherwise empty",Checked,Areas,Clean Up Areas (filter out unused Categories),URL
Asian Journal of Social Health and Behavior,,TRUE,Medicine; Psychology; Social Sciences,,https://www.healthandbehavior.com/
Asian Spine Journal,,TRUE,Medicine,,https://asianspinejournal.org/
Assessing Writing,v,TRUE,Social Sciences,,https://www.journals.elsevier.com/assessing-writing
Asterisque,v,TRUE,Mathematics,,https://smf.emath.fr/en/publications/asterisque
ASTIN Bulletin,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.cambridge.org/core/journals/astin-bulletin-journal-of-the-iaa
Astrobiology,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences,,https://home.liebertpub.com/publications/astrobiology/99
Astrodynamics,v,TRUE,Earth and Planetary Sciences; Engineering; Physics and Astronomy,,https://www.springer.com/journal/42064
Astronomical Journal,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://iopscience.iop.org/journal/1538-3881
Astronomy and Astrophysics,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,http://www.aanda.org/
Astronomy and Astrophysics Review,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://www.springer.com/journal/159
Astroparticle Physics,v,TRUE,Physics and Astronomy,,https://www.journals.elsevier.com/astroparticle-physics
Astrophysical Journal,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,http://iopscience.iop.org/journal/0004-637X
Astrophysical Journal Letters,v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://iopscience.iop.org/journal/2041-8205
"Astrophysical Journal, Supplement Series",v,TRUE,Earth and Planetary Sciences; Physics and Astronomy,,https://iopscience.iop.org/journal/0067-0049
Atherosclerosis,,TRUE,Medicine,,https://www.journals.elsevier.com/atherosclerosis/
Atmospheric Chemistry and Physics,v,TRUE,Earth and Planetary Sciences,,https://www.atmospheric-chemistry-and-physics.net/
Atmospheric Environment,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.journals.elsevier.com/atmospheric-environment
Atmospheric Environment: X,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.sciencedirect.com/journal/atmospheric-environment-x
Atmospheric Measurement Techniques,v,TRUE,Earth and Planetary Sciences,,https://www.atmospheric-measurement-techniques.net/
Atmospheric Pollution Research,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.journals.elsevier.com/atmospheric-pollution-research
Atmospheric Research,v,TRUE,Earth and Planetary Sciences,,https://www.journals.elsevier.com/atmospheric-research
Auditing,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://aaahq.org/Research/Journals/Section-Journal-Home-Pages/AUDITING-A-Journal-of-Practice-and-Theory
Australasian Journal of Educational Technology,v,TRUE,Social Sciences,,https://ajet.org.au/index.php/AJET
Australian Educational Researcher,v,TRUE,Social Sciences,,https://www.springer.com/journal/13384
Autism in Adulthood,,TRUE,Medicine; Neuroscience; Psychology,,https://home.liebertpub.com/publications/autism-in-adulthood/646
Autoimmunity Reviews,,TRUE,Immunology and Microbiology; Medicine,,https://www.journals.elsevier.com/autoimmunity-reviews
Automatica,v,TRUE,Engineering,,http://www.elsevier.com/wps/find/journaldescription.cws_home/270/description#description
Automation in Construction,v,TRUE,Engineering,,http://www.elsevier.com/wps/find/journaldescription.cws_home/523112/description#description
Autonomous Robots,v,TRUE,Computer Science,,https://www.springer.com/journal/10514
AVS Quantum Science,v,TRUE,Chemistry; Computer Science; Engineering; Materials Science; Physics and Astronomy,,https://pubs.aip.org/avs/aqs
Bailliere's Best Practice and Research in Clinical Gastroenterology,,TRUE,Medicine,,https://www.sciencedirect.com/journal/best-practice-and-research-clinical-gastroenterology
Basic and Applied Ecology,,TRUE,Agricultural and Biological Sciences,,https://www.journals.elsevier.com/basic-and-applied-ecology
Basic Research in Cardiology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/journal/395
Bayesian Analysis,v,TRUE,Mathematics,,https://projecteuclid.org/euclid.ba
Behavior Research Methods,,TRUE,Arts and Humanities; Psychology,,https://www.springer.com/journal/13428
Behavior Therapy,,TRUE,Psychology,,https://www.journals.elsevier.com/behavior-therapy
Behavioral and Brain Functions,,TRUE,Medicine; Neuroscience,,https://behavioralandbrainfunctions.biomedcentral.com/
Behavioral Ecology,,TRUE,Agricultural and Biological Sciences,,https://academic.oup.com/beheco
Behavioral Science and Policy,,TRUE,Computer Science; Medicine; Neuroscience; Social Sciences,,https://behavioralpolicy.org/publications/
Behaviour Research and Therapy,,TRUE,Medicine; Psychology,,https://www.journals.elsevier.com/behaviour-research-and-therapy
Benchmarking,v,TRUE,"Business, Management and Accounting",,https://www.emeraldgrouppublishing.com/journal/bij?id=bij
Best Practice and Research in Clinical Anaesthesiology,,TRUE,Medicine,,https://www.journals.elsevier.com/best-practice-and-research-clinical-anaesthesiology
Best Practice and Research in Clinical Endocrinology and Metabolism,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.sciencedirect.com/journal/best-practice-and-research-clinical-endocrinology-and-metabolism
Best Practice and Research in Clinical Haematology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/best-practice-and-research-clinical-haematology
Best Practice and Research in Clinical Obstetrics and Gynaecology,,TRUE,Medicine,,https://www.journals.elsevier.com/best-practice-and-research-clinical-obstetrics-and-gynaecology
Best Practice and Research in Clinical Rheumatology,,TRUE,Medicine,,https://www.journals.elsevier.com/best-practice-and-research-clinical-rheumatology
Bioactive Materials,,TRUE,"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science",,http://www.keaipublishing.com/en/journals/bioactive-materials/
Biochar,,TRUE,Agricultural and Biological Sciences; Environmental Science; Materials Science,,https://www.springer.com/journal/42773
Biochemical Journal,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://portlandpress.com/biochemj
Biochemical Pharmacology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",,https://www.journals.elsevier.com/biochemical-pharmacology
Biochemical Society Transactions,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://portlandpress.com/biochemsoctrans
Biochimica et Biophysica Acta - Bioenergetics,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/biochimica-et-biophysica-acta-bioenergetics
Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-gene-regulatory-mechanisms
Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-molecular-and-cell-biology-of-lipids
Biochimica et Biophysica Acta - Molecular Basis of Disease,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-molecular-basis-of-disease
Biochimica et Biophysica Acta - Molecular Cell Research,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/biochimica-et-biophysica-acta-molecular-cell-research
Biochimica et Biophysica Acta - Reviews on Cancer,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,http://www.elsevier.com/wps/find/journaldescription.cws_home/506072/description#description
Biocybernetics and Biomedical Engineering,v,TRUE,Engineering,,https://www.journals.elsevier.com/biocybernetics-and-biomedical-engineering
Biodiversity and Conservation,,TRUE,Agricultural and Biological Sciences; Environmental Science,,https://www.springer.com/journal/10531
BioDrugs,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.springer.com/journal/40259
Biofabrication,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine",,https://iopscience.iop.org/journal/1758-5090
Biofilm,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",,https://www.sciencedirect.com/journal/biofilm
Biofuel Research Journal,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Energy; Environmental Science",,https://www.biofueljournal.com/
Biogeochemistry,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.springer.com/journal/10533
Biogeosciences,,TRUE,Agricultural and Biological Sciences; Earth and Planetary Sciences,,https://www.biogeosciences.net/
Bioinformatics,,TRUE,"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics",,http://bioinformatics.oxfordjournals.org/
Biological Chemistry,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.degruyter.com/view/journals/bchm/bchm-overview.xml?format=INT
Biological Conservation,,TRUE,Agricultural and Biological Sciences; Environmental Science,,https://www.sciencedirect.com/journal/biological-conservation
Biological Procedures Online,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://biologicalproceduresonline.biomedcentral.com/
Biological Research,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",,https://biolres.biomedcentral.com/
Biologics: Targets and Therapy,,TRUE,Medicine,,http://www.dovepress.com/biologics-targets--therapy-journal
Biology and Fertility of Soils,,TRUE,Agricultural and Biological Sciences; Immunology and Microbiology,,https://www.springer.com/journal/374
Biology Direct,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Mathematics",,https://biologydirect.biomedcentral.com/
Biology Methods and Protocols,,TRUE,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",,https://academic.oup.com/biomethods
Biology of Reproduction,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://academic.oup.com/biolreprod
Biology of Sex Differences,,TRUE,"Biochemistry, Genetics and Molecular Biology; Social Sciences",,https://bsd.biomedcentral.com/
Biology of Sport,,TRUE,Health Professions; Medicine,,https://www.termedia.pl/Journal/Biology_of_Sport-78
Biomarker Research,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://biomarkerres.biomedcentral.com/
Biomarkers in Neuropsychiatry,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.sciencedirect.com/journal/biomarkers-in-neuropsychiatry
Biomass and Bioenergy,,TRUE,Agricultural and Biological Sciences; Energy; Environmental Science,,https://www.journals.elsevier.com/biomass-and-bioenergy
Biomaterials,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science",,https://www.journals.elsevier.com/biomaterials
Biomaterials Research,,TRUE,Engineering; Materials Science; Medicine,,https://biomaterialsres.biomedcentral.com/
Biomaterials Science,v,TRUE,Engineering; Materials Science,,https://www.rsc.org/journals-books-databases/about-journals/biomaterials-science/
Biomedical Journal,,TRUE,Medicine,,https://www.journals.elsevier.com/biomedical-journal
Biomedical Optics Express,,TRUE,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",,https://www.osapublishing.org/boe/home.cfm
Biomedical Signal Processing and Control,,TRUE,Computer Science; Engineering; Medicine,,https://www.journals.elsevier.com/biomedical-signal-processing-and-control
Biomedicine and Pharmacotherapy,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.journals.elsevier.com/biomedicine-and-pharmacotherapy
Biometrika,,TRUE,Agricultural and Biological Sciences; Decision Sciences; Mathematics,,https://academic.oup.com/biomet
Biomolecular Detection and Quantification,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.journals.elsevier.com/biomolecular-detection-and-quantification
Biomolecules,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.mdpi.com/journal/biomolecules
Biophysical Reviews,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/12551
Bioresource Technology,,TRUE,Chemical Engineering; Energy; Environmental Science; Medicine,,https://www.journals.elsevier.com/bioresource-technology
Biosafety and Health,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.sciencedirect.com/journal/biosafety-and-health
BioScience,,TRUE,Agricultural and Biological Sciences,,https://academic.oup.com/bioscience
Biosensors and Bioelectronics,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Materials Science; Medicine",,http://www.elsevier.com/wps/find/journaldescription.cws_home/405913/description#description
Biostatistics,,TRUE,Decision Sciences; Mathematics; Medicine,,http://biostatistics.oxfordjournals.org/
Biosystems Engineering,,TRUE,Agricultural and Biological Sciences; Engineering,,https://www.journals.elsevier.com/biosystems-engineering
Biotechnology Advances,,TRUE,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology",,https://www.journals.elsevier.com/biotechnology-advances/
Biotechnology for Biofuels,,TRUE,"Biochemistry, Genetics and Molecular Biology; Energy; Environmental Science; Immunology and Microbiology",,https://biotechnologyforbiofuels.biomedcentral.com/
Biotechnology Reports,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",,https://www.journals.elsevier.com/biotechnology-reports/
BJPsych Open,,TRUE,Medicine,,https://www.cambridge.org/core/journals/bjpsych-open
BJU International,,TRUE,Medicine,,https://www.bjuinternational.com/
Blockchain: Research and Applications,v,TRUE,Computer Science,,https://www.sciencedirect.com/journal/blockchain-research-and-applications
