page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,is_filter
1109_home,1,233,234,0.004273504273504274,1109,sjr_15437,1109,Biosensors and Bioelectronics,journal,"18734235, 09565663","2,194",Q1,222,929,2342,49259,29879,2335,"13,39","53,02",United Kingdom,Western Europe,Elsevier,1990-2022,Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1); Electrochemistry (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Materials Science; Medicine",http://www.elsevier.com/wps/find/journaldescription.cws_home/405913/description#description,False
110_home,2,85,87,0.022988505747126436,110,sjr_21100356804,110,"Lancet Psychiatry,The",journal,"22150374, 22150366","8,167",Q1,127,255,941,4591,11027,317,"14,05","18,00",United Kingdom,Western Europe,Elsevier,2014-2022,Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1),Medicine; Neuroscience,https://www.thelancet.com/journals/lanpsy/home,False
1110_home,2,85,87,0.022988505747126436,1110,sjr_30022,1110,Journal of Personality,journal,"00223506, 14676494","2,192",Q1,160,115,247,9238,1542,245,"5,96","80,33",United Kingdom,Western Europe,Wiley-Blackwell,1932-2022,Social Psychology (Q1),Psychology,https://onlinelibrary.wiley.com/journal/14676494,False
1111_home,2,85,87,0.022988505747126436,1111,sjr_21848,1111,Global Biogeochemical Cycles,journal,"08866236, 19449224","2,190",Q1,204,136,351,13262,2177,346,"5,16","97,51",United States,Northern America,Wiley-Blackwell,1987-2022,Atmospheric Science (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1),Earth and Planetary Sciences; Environmental Science,https://agupubs.onlinelibrary.wiley.com/journal/19449224,False
1112_home,2,846,848,0.0023584905660377358,1112,sjr_19700201211,1112,Cell Death and Disease,journal,20414889,"2,188",Q1,147,1032,3036,54768,27301,3000,"8,36","53,07",United Kingdom,Western Europe,Nature Publishing Group,2010-2022,Cancer Research (Q1); Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Immunology (Q1); Medicine (miscellaneous) (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience",https://www.nature.com/cddis/,False
1113_home,6,77,83,0.07228915662650602,1113,sjr_15439,1113,Journal of Consulting and Clinical Psychology,journal,0022006X,"2,188",Q1,259,75,282,3942,1839,278,"6,29","52,56",United States,Northern America,American Psychological Association,1968-2022,Clinical Psychology (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,https://www.apa.org/pubs/journals/ccp/,False
1114_home,2,85,87,0.022988505747126436,1114,sjr_11700154204,1114,Brain Stimulation,journal,"1935861X, 18764754","2,184",Q1,99,218,741,8683,3612,409,"4,61","39,83",United States,Northern America,Elsevier,2008-2022,Biophysics (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",https://www.brainstimjrnl.com/,False
1115_home,4,117,121,0.03305785123966942,1115,sjr_27063,1115,American Journal of Preventive Medicine,journal,"07493797, 18732607","2,181",Q1,241,329,914,12403,4836,857,"4,95","37,70",United States,Northern America,Elsevier,1985-2022,"Epidemiology (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.journals.elsevier.com/american-journal-of-preventive-medicine,False
1116_home,2,37,39,0.05128205128205128,1116,sjr_19700171101,1116,ACS applied materials &amp; interfaces,journal,"19448252, 19448244","2,178",Q1,284,5957,17398,316123,172145,17374,"9,46","53,07",United States,Northern America,American Chemical Society,2009-2022,Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1),Materials Science; Medicine,https://pubs.acs.org/journal/aamick,False
1117_home,2,85,87,0.022988505747126436,1117,sjr_24745,1117,Addiction,journal,"13600443, 09652140","2,177",Q1,211,384,1037,15421,4541,685,"4,40","40,16",United Kingdom,Western Europe,Wiley-Blackwell,1993-2022,Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine,https://onlinelibrary.wiley.com/journal/13600443,False
1118_home,4,117,121,0.03305785123966942,1118,sjr_15357,1118,Journal of Adolescent Health,journal,"1054139X, 18791972","2,175",Q1,181,309,1069,9964,5936,861,"5,77","32,25",United States,Northern America,Elsevier,1991-2022,"Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.journals.elsevier.com/journal-of-adolescent-health,False
1119_home,4,117,121,0.03305785123966942,1119,sjr_21100218328,1119,Global Food Security,journal,22119124,"2,173",Q1,69,70,303,5067,3045,300,"9,88","72,39",United States,Northern America,Elsevier,2012-2022,"Ecology (Q1); Food Science (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1)",Agricultural and Biological Sciences; Engineering; Environmental Science; Social Sciences,https://www.journals.elsevier.com/global-food-security,False
111_home,2,85,87,0.022988505747126436,111,sjr_22471,111,"Lancet Infectious Diseases, The",journal,"14744457, 14733099","8,140",Q1,273,503,1490,7976,16999,590,"13,21","15,86",United Kingdom,Western Europe,Lancet Publishing Group,2001-2022,Infectious Diseases (Q1),Medicine,https://www.thelancet.com/journals/laninf/home,False
1122_home,2,85,87,0.022988505747126436,1122,sjr_21101041899,1122,"Lancet Regional Health - Western Pacific, The",journal,26666065,"2,168",Q1,20,279,289,8248,1246,167,"4,31","29,56",United Kingdom,Western Europe,Elsevier,2020-2022,"Geriatrics and Gerontology (Q1); Health Policy (Q1); Infectious Diseases (Q1); Internal Medicine (Q1); Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.thelancet.com/journals/lanwpc/home,False
1126_home,2,413,415,0.004819277108433735,1126,sjr_38020,1126,Sub-Cellular Biochemistry,journal,03060225,"2,165",Q1,75,49,124,6127,685,1,"4,30","125,04",United States,Northern America,Plenum Publishers,"1973-1976, 1978-1981, 1983-1985, 1988-2000, 2002, 2004-2008, 2010-2022",Biochemistry (Q1); Cancer Research (Q1); Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.springer.com/series/6515,False
1127_home,2,85,87,0.022988505747126436,1127,sjr_27663,1127,Journal of Conflict Resolution,journal,00220027,"2,164",Q1,119,98,229,6547,774,227,"2,98","66,81",United States,Northern America,SAGE Publications,1957-2022,"Business, Management and Accounting (miscellaneous) (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)","Business, Management and Accounting; Social Sciences",https://journals.sagepub.com/home/jcr,False
1128_home,3,493,496,0.006048387096774193,1128,sjr_17956,1128,Briefings in Bioinformatics,journal,"14774054, 14675463","2,163",Q1,132,717,1069,40956,9732,1065,"8,91","57,12",United Kingdom,Western Europe,Oxford University Press,2000-2022,Information Systems (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology; Computer Science",https://academic.oup.com/bib,False
1130_home,4,117,121,0.03305785123966942,1130,sjr_30074,1130,Journal of School Psychology,journal,"00224405, 18733506","2,160",Q1,106,66,148,5545,1037,141,"5,65","84,02",United Kingdom,Western Europe,Elsevier,"1963-1968, 1970-2022",Developmental and Educational Psychology (Q1); Education (Q1),Psychology; Social Sciences,https://www.sciencedirect.com/journal/journal-of-school-psychology,False
1131_home,2,85,87,0.022988505747126436,1131,sjr_21100204914,1131,"Journal of Cachexia, Sarcopenia and Muscle",journal,"21905991, 21906009","2,159",Q1,88,264,443,11851,4192,395,"8,23","44,89",United States,Northern America,Wiley-Blackwell,2010-2022,Orthopedics and Sports Medicine (Q1); Physiology (medical) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/1353921906009,False
1134_home,2,85,87,0.022988505747126436,1134,sjr_16795,1134,Journal of Pineal Research,journal,"1600079X, 07423098","2,158",Q1,153,52,206,3381,2105,194,"9,67","65,02",United Kingdom,Western Europe,Wiley-Blackwell,1984-2022,Endocrinology (Q1),"Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/1600079x,False
1135_home,2,85,87,0.022988505747126436,1135,sjr_4700152305,1135,Public Management Review,journal,14719037,"2,157",Q1,87,194,292,14819,2159,282,"6,54","76,39",United Kingdom,Western Europe,Taylor and Francis Ltd.,2001-2022,Management Information Systems (Q1); Management of Technology and Innovation (Q1); Public Administration (Q1),"Business, Management and Accounting; Social Sciences",https://www.tandfonline.com/loi/rpxm20,False
1137_home,4,117,121,0.03305785123966942,1137,sjr_22414,1137,American Heart Journal,journal,"10976744, 00028703","2,155",Q1,199,192,645,6025,2666,527,"4,07","31,38",United States,Northern America,Mosby Inc.,1925-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://www.journals.elsevier.com/american-heart-journal,False
1138_home,2,85,87,0.022988505747126436,1138,sjr_20842,1138,British Journal of Management,journal,"10453172, 14678551","2,153",Q1,125,174,176,15885,1681,174,"8,29","91,29",United Kingdom,Western Europe,Wiley-Blackwell,1990-2022,"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)","Business, Management and Accounting",https://onlinelibrary.wiley.com/journal/14678551,False
113_home,2,85,87,0.022988505747126436,113,sjr_16721,113,Annual Review of Plant Biology,journal,"15452123, 15435008","8,131",Q1,286,27,111,4341,2740,106,"19,26","160,78",United States,Northern America,Annual Reviews Inc.,1996-2022,Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",https://www.annualreviews.org/journal/arplant,False
1140_home,6,568,574,0.010452961672473868,1140,sjr_21270,1140,Journal of Clinical Immunology,journal,"02719142, 15732592","2,151",Q1,107,196,527,5048,2078,285,"4,21","25,76",United States,Northern America,Springer,1981-2022,Immunology (Q1); Immunology and Allergy (Q1),Immunology and Microbiology; Medicine,https://www.springer.com/journal/10875,False
1143_home,2,85,87,0.022988505747126436,1143,sjr_13892,1143,International Journal of Urban and Regional Research,journal,"03091317, 14682427","2,149",Q1,125,67,201,4167,988,191,"4,16","62,19",United Kingdom,Western Europe,Wiley-Blackwell,1977-2022,Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1),Social Sciences,https://onlinelibrary.wiley.com/journal/14682427,False
1145_home,3,634,637,0.004709576138147566,1145,sjr_19900191866,1145,Translational Psychiatry,journal,21583188,"2,148",Q1,113,512,1356,35628,9436,1344,"6,58","69,59",United Kingdom,Western Europe,Nature Publishing Group,2011-2022,Biological Psychiatry (Q1); Cellular and Molecular Neuroscience (Q1); Psychiatry and Mental Health (Q1),Medicine; Neuroscience,https://www.nature.com/tp/,False
1146_home,4,117,121,0.03305785123966942,1146,sjr_17244,1146,Biological Conservation,journal,00063207,"2,146",Q1,224,304,1251,22534,8376,1179,"6,20","74,13",Netherlands,Western Europe,Elsevier,1968-2022,"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)",Agricultural and Biological Sciences; Environmental Science,https://www.sciencedirect.com/journal/biological-conservation,False
1148_home,2,85,87,0.022988505747126436,1148,sjr_21101065916,1148,Cell Reports Methods,journal,26672375,"2,145",Q1,8,150,78,7626,304,72,"3,90","50,84",United States,Northern America,Cell Press,2021-2022,"Biochemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Genetics (Q1); Radiology, Nuclear Medicine and Imaging (Q1)","Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine",https://www.cell.com/cell-reports-methods/home,False
1149_home,6,531,537,0.0111731843575419,1149,sjr_21100869015,1149,Current Forestry Reports,journal,21986436,"2,143",Q1,38,20,61,2276,668,61,"9,49","113,80",Switzerland,Western Europe,Springer,2015-2022,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Forestry (Q1); Nature and Landscape Conservation (Q1)",Agricultural and Biological Sciences; Environmental Science,https://link.springer.com/journal/40725,False
114_home,2,885,887,0.002254791431792559,114,sjr_17700156440,114,Nature Reviews Endocrinology,journal,"17595037, 17595029","8,124",Q1,187,174,450,7974,6747,203,"12,99","45,83",United Kingdom,Western Europe,Nature Publishing Group,2009-2022,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine",https://www.nature.com/nrendo/,False
1151_home,2,85,87,0.022988505747126436,1151,sjr_21100206244,1151,Open Biology,journal,20462441,"2,143",Q1,70,145,376,13314,2232,368,"5,31","91,82",United Kingdom,Western Europe,The Royal Society,2011-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Neuroscience (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience",https://royalsocietypublishing.org/journal/rsob,False
1152_home,2,85,87,0.022988505747126436,1152,sjr_21100203113,1152,Comprehensive Physiology,journal,20404603,"2,140",Q1,109,49,128,17837,1039,128,"5,84","364,02",United States,Northern America,John Wiley and Sons,2011-2022,Medicine (miscellaneous) (Q1); Physiology (Q1); Physiology (medical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://onlinelibrary.wiley.com/doi/book/10.1002/cphy,False
1153_home,2,85,87,0.022988505747126436,1153,sjr_14151,1153,Molecular and Cellular Proteomics,journal,"15359476, 15359484","2,140",Q1,202,122,530,8656,3399,521,"6,37","70,95",United States,Northern America,Elsevier,2002-2022,Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine",http://www.mcponline.org/,False
1154_home,1,233,234,0.004273504273504274,1154,sjr_18729,1154,Psychiatry Research,journal,"01651781, 18727123","2,139",Q1,159,545,2161,25512,18281,1898,"10,53","46,81",Ireland,Western Europe,Elsevier,1979-2022,Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1),Medicine; Neuroscience,http://www.elsevier.com/wps/find/journaldescription.cws_home/522773/description#description,False
1155_home,2,780,782,0.0025575447570332483,1155,sjr_21100982311,1155,npj Parkinson's Disease,journal,23738057,"2,138",Q1,40,170,185,10941,1577,182,"8,52","64,36",United States,Northern America,Springer,2015-2022,Cellular and Molecular Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1),Medicine; Neuroscience,https://www.nature.com/npjparkd/,False
1156_home,2,85,87,0.022988505747126436,1156,sjr_24456,1156,Child Development,journal,"14678624, 00093920","2,135",Q1,281,175,656,11325,3877,646,"5,08","64,71",United States,Northern America,Wiley-Blackwell,"1945-1948, 1950-2022","Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)",Medicine; Psychology; Social Sciences,https://srcd.onlinelibrary.wiley.com/journal/14678624,False
1157_home,2,85,87,0.022988505747126436,1157,sjr_21873,1157,Corporate Social Responsibility and Environmental Management,journal,"15353958, 15353966","2,134",Q1,96,189,489,16021,5732,487,"10,83","84,77",United Kingdom,Western Europe,John Wiley and Sons,2003-2022,"Development (Q1); Management, Monitoring, Policy and Law (Q1); Strategy and Management (Q1)","Business, Management and Accounting; Environmental Science; Social Sciences",https://onlinelibrary.wiley.com/journal/15353966,False
1158_home,4,117,121,0.03305785123966942,1158,sjr_21100237606,1158,Photoacoustics,journal,22135979,"2,134",Q1,47,101,167,4774,1624,165,"8,07","47,27",Germany,Western Europe,Elsevier,2013-2022,"Atomic and Molecular Physics, and Optics (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine; Physics and Astronomy,https://www.journals.elsevier.com/photoacoustics,False
1159_home,4,117,121,0.03305785123966942,1159,sjr_26111,1159,Frontiers in Neuroendocrinology,journal,"00913022, 10956808","2,132",Q1,144,58,137,10273,1152,133,"7,74","177,12",United States,Northern America,Academic Press,"1973, 1990-2022",Endocrine and Autonomic Systems (Q1),Neuroscience,https://www.journals.elsevier.com/frontiers-in-neuroendocrinology,False
