domain_name,domain_type,agency,organization_name,city,state,security_contact_email,url,name,website_id,page_type,page_id
jccs.gov,Federal - Executive,Department of Defense,Defense Logistics Agency,Alexandria,VA,jccs.support@dla.mil,https://jccs.gov,jccs.gov,jccs-gov,home,0
lps.gov,Federal - Executive,Department of Defense,"National Security Agency, Laboratory for Physical Sciences",College Park,MD,(blank),https://lps.gov,lps.gov,lps-gov,home,0
mtmc.gov,Federal - Executive,Department of Defense,Department of Defense,Alexandria,VA,(blank),https://mtmc.gov,mtmc.gov,mtmc-gov,home,0
mypay.gov,Federal - Executive,Department of Defense,Defense Finance and Accounting Service,Indianapolis,IN,(blank),https://mypay.gov,mypay.gov,mypay-gov,home,0
nationalresourcedirectory.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank),https://nationalresourcedirectory.gov,nationalresourcedirectory.gov,nationalresourcedirectory-gov,home,0
nbib.gov,Federal - Executive,Department of Defense,Defense Counterintelligence and Security Agency,Washington,DC,kevin.crews@opm.gov,https://nbib.gov,nbib.gov,nbib-gov,home,0
nrd.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank),https://nrd.gov,nrd.gov,nrd-gov,home,0
nro.gov,Federal - Executive,Department of Defense,NRO,Chantilly,VA,comm-cog-cos-ccc@nro.mil,https://nro.gov,nro.gov,nro-gov,home,0
nsa.gov,Federal - Executive,Department of Defense,National Security Agency,Fort Meade,MD,ea_dns@nsa.gov,https://nsa.gov,nsa.gov,nsa-gov,home,0
nsep.gov,Federal - Executive,Department of Defense,National Security Education Program (NSEP) at DLNSEO,Alexandria,VA,nsep@nsep.gov,https://nsep.gov,nsep.gov,nsep-gov,home,0
oea.gov,Federal - Executive,Department of Defense,Office of Economic Adjustment,Arlington,VA,james.v.evans29.civ@mail.mil,https://oea.gov,oea.gov,oea-gov,home,0
oldcc.gov,Federal - Executive,Department of Defense,Office of Local Defense Community Cooperation,Arlington,VA,oea.ncr.OEA.mbx.oea-it-security@mail.mil,https://oldcc.gov,oldcc.gov,oldcc-gov,home,0
oneaftac.gov,Federal - Executive,Department of Defense,Air Force Technical Applications Center,Patrick SFB,FL,dco@aftac.gov,https://oneaftac.gov,oneaftac.gov,oneaftac-gov,home,0
tak.gov,Federal - Executive,Department of Defense,TAK Product Center,Fort Belvoir,VA,security@tak.gov,https://tak.gov,tak.gov,tak-gov,home,0
tswg.gov,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov,https://tswg.gov,tswg.gov,tswg-gov,home,0
ukraineoversight.gov,Federal - Executive,Department of Defense,Department of Defense Office of Inspector General,Alexandria,VA,(blank),https://ukraineoversight.gov,ukraineoversight.gov,ukraineoversight-gov,home,0
usandc.gov,Federal - Executive,Department of Defense,AFTAC/LSCSS,Patrick AFB,FL,dco@aftac.gov,https://usandc.gov,usandc.gov,usandc-gov,home,0
budgetlob.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://budgetlob.gov,budgetlob.gov,budgetlob-gov,home,0
childstats.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://childstats.gov,childstats.gov,childstats-gov,home,0
collegenavigator.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://collegenavigator.gov,collegenavigator.gov,collegenavigator-gov,home,0
ed.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://ed.gov,ed.gov,ed-gov,home,0
fafsa.gov,Federal - Executive,Department of Education,Department of Education,Washington,DC,EDSOC@ed.gov,https://fafsa.gov,fafsa.gov,fafsa-gov,home,0
g5.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://g5.gov,g5.gov,g5-gov,home,0
nagb.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://nagb.gov,nagb.gov,nagb-gov,home,0
nationsreportcard.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,https://nationsreportcard.gov,nationsreportcard.gov,nationsreportcard-gov,home,0
studentaid.gov,Federal - Executive,Department of Education,Department of Education,Washington,DC,EDSOC@ed.gov,https://studentaid.gov,studentaid.gov,studentaid-gov,home,0
studentloans.gov,Federal - Executive,Department of Education,Department of Education,Washington,DC,EDSOC@ed.gov,https://studentloans.gov,studentloans.gov,studentloans-gov,home,0
ameslab.gov,Federal - Executive,Department of Energy,Ames Laboratory,Ames,IA,cybersec@ameslab.gov,https://ameslab.gov,ameslab.gov,ameslab-gov,home,0
anl.gov,Federal - Executive,Department of Energy,Argonne National Laboratory,Argonne,IL,CIRC@JC3.DOE.GOV,https://anl.gov,anl.gov,anl-gov,home,0
arm.gov,Federal - Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,Richland,WA,security@arm.gov,https://arm.gov,arm.gov,arm-gov,home,0
biomassboard.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://biomassboard.gov,biomassboard.gov,biomassboard-gov,home,0
bnl.gov,Federal - Executive,Department of Energy,Brookhaven National Laboratory,Upton,NY,security@bnl.gov,https://bnl.gov,bnl.gov,bnl-gov,home,0
bpa.gov,Federal - Executive,Department of Energy,Bonneville Power Administration,Portland,OR,security@bpa.gov,https://bpa.gov,bpa.gov,bpa-gov,home,0
buildingamerica.gov,Federal - Executive,Department of Energy,Department of Energy,Golden,CO,CIRC@JC3.DOE.GOV,https://buildingamerica.gov,buildingamerica.gov,buildingamerica-gov,home,0
casl.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://casl.gov,casl.gov,casl-gov,home,0
cebaf.gov,Federal - Executive,Department of Energy,Thomas Jefferson National Accelerator Facility,Newport News,VA,security@jlab.org,https://cebaf.gov,cebaf.gov,cebaf-gov,home,0
cendi.gov,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,CIRC@JC3.DOE.GOV,https://cendi.gov,cendi.gov,cendi-gov,home,0
citap.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,https://citap.gov,citap.gov,citap-gov,home,0
doe.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,https://doe.gov,doe.gov,doe-gov,home,0
driveelectric.gov,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,circ@jc3.doe.gov,https://driveelectric.gov,driveelectric.gov,driveelectric-gov,home,0
eia.gov,Federal - Executive,Department of Energy,Energy Information Administration,Washington,DC,marc.cree@eia.gov,https://eia.gov,eia.gov,eia-gov,home,0
energycodes.gov,Federal - Executive,Department of Energy,Department of Energy Bulding Energy Codes Program,Richland,WA,CIRC@JC3.DOE.GOV,https://energycodes.gov,energycodes.gov,energycodes-gov,home,0
energycommunities.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,https://energycommunities.gov,energycommunities.gov,energycommunities-gov,home,0
energy.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,https://energy.gov,energy.gov,energy-gov,home,0
energysaver.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://energysaver.gov,energysaver.gov,energysaver-gov,home,0
energysavers.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://energysavers.gov,energysavers.gov,energysavers-gov,home,0
fnal.gov,Federal - Executive,Department of Energy,Fermi National Accelerator Laboratory,Batavia,IL,cst@fnal.gov,https://fnal.gov,fnal.gov,fnal-gov,home,0
fueleconomy.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://fueleconomy.gov,fueleconomy.gov,fueleconomy-gov,home,0
hanford.gov,Federal - Executive,Department of Energy,Hanford Mission Integration Solutions,Richland,WA,jason_r_dandridge@rl.gov,https://hanford.gov,hanford.gov,hanford-gov,home,0
homeenergyscore.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,https://homeenergyscore.gov,homeenergyscore.gov,homeenergyscore-gov,home,0
hydrogen.gov,Federal - Executive,Department of Energy,Research and Special Programs Administration / Volpe,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,https://hydrogen.gov,hydrogen.gov,hydrogen-gov,home,0
inel.gov,Federal - Executive,Department of Energy,Idaho National Laboratory,Idaho Falls,ID,whoisresponse@inl.gov,https://inel.gov,inel.gov,inel-gov,home,0
inl.gov,Federal - Executive,Department of Energy,Idaho National Laboratory,Idaho Falls,ID,whoisresponse@inl.gov,https://inl.gov,inl.gov,inl-gov,home,0
isotope.gov,Federal - Executive,Department of Energy,The National Isotope Development Center ,Oak Ridge,TN,security@ornl.gov,https://isotope.gov,isotope.gov,isotope-gov,home,0
isotopes.gov,Federal - Executive,Department of Energy,The National Isotope Development Center ,Oak Ridge,TN,security@ornl.gov,https://isotopes.gov,isotopes.gov,isotopes-gov,home,0
lanl.gov,Federal - Executive,Department of Energy,Los Alamos National Laboratory,Los Alamos,NM,csirt@lanl.gov,https://lanl.gov,lanl.gov,lanl-gov,home,0
lbl.gov,Federal - Executive,Department of Energy,Lawrence Berkeley National Laboratory,Berkeley,CA,security@lbl.gov,https://lbl.gov,lbl.gov,lbl-gov,home,0
llnl.gov,Federal - Executive,Department of Energy,Lawrence Livermore National Laboratory,Livermore,CA,cybersecurity@llnl.gov,https://llnl.gov,llnl.gov,llnl-gov,home,0
nccs.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://nccs.gov,nccs.gov,nccs-gov,home,0
ncrc.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://ncrc.gov,ncrc.gov,ncrc-gov,home,0
nersc.gov,Federal - Executive,Department of Energy,National Energy Research Scientific Computing Center,Berkeley,CA,security@lbl.gov,https://nersc.gov,nersc.gov,nersc-gov,home,0
neup.gov,Federal - Executive,Department of Energy,Office of Nuclear Energy,Washington,DC,cyberops@Inl.gov,https://neup.gov,neup.gov,neup-gov,home,0
nnss.gov,Federal - Executive,Department of Energy,"National Nuclear Security Administration, National Security Technologies, LLC",N Las Vegas,NV,NetComm-1@nv.doe.gov,https://nnss.gov,nnss.gov,nnss-gov,home,0
nrel.gov,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,CIRC@JC3.DOE.GOV,https://nrel.gov,nrel.gov,nrel-gov,home,0
nrelhub.gov,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,CIRC@JC3.DOE.GOV,https://nrelhub.gov,nrelhub.gov,nrelhub-gov,home,0
ntrc.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Knoxville,TN,security@ornl.gov,https://ntrc.gov,ntrc.gov,ntrc-gov,home,0
nuclear.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://nuclear.gov,nuclear.gov,nuclear-gov,home,0
orau.gov,Federal - Executive,Department of Energy,ORAU,Oak Ridge,TN,CIRC@JC3.DOE.GOV,https://orau.gov,orau.gov,orau-gov,home,0
ornl.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://ornl.gov,ornl.gov,ornl-gov,home,0
osti.gov,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,security@osti.gov,https://osti.gov,osti.gov,osti-gov,home,0
pcast.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://pcast.gov,pcast.gov,pcast-gov,home,0
pnl.gov,Federal - Executive,Department of Energy,Pacific Northwest National Laboratory,Richland,WA,CIRC@JC3.DOE.GOV,https://pnl.gov,pnl.gov,pnl-gov,home,0
pnnl.gov,Federal - Executive,Department of Energy,Pacific Northwest National Laboratory,Richland,WA,CIRC@JC3.DOE.GOV,https://pnnl.gov,pnnl.gov,pnnl-gov,home,0
pppl.gov,Federal - Executive,Department of Energy,Princeton Plasma Physics Lab,Princeton,NJ,security@pppl.gov,https://pppl.gov,pppl.gov,pppl-gov,home,0
pppo.gov,Federal - Executive,Department of Energy,Portsmouth/Paducah Project Office,Lexington,KY,csnotifications@pppo.gov,https://pppo.gov,pppo.gov,pppo-gov,home,0
pr100.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,https://pr100.gov,pr100.gov,pr100-gov,home,0
rideelectric.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://rideelectric.gov,rideelectric.gov,rideelectric-gov,home,0
rl.gov,Federal - Executive,Department of Energy,Hanford Mission Integration Solutions,Richland,WA,jason_r_dandridge@rl.gov,https://rl.gov,rl.gov,rl-gov,home,0
safgrandchallenge.gov,Federal - Executive,Department of Energy,U.S. Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://safgrandchallenge.gov,safgrandchallenge.gov,safgrandchallenge-gov,home,0
sandia.gov,Federal - Executive,Department of Energy,Sandia National Laboratories,Albuquerque,NM,abuse@sandia.gov,https://sandia.gov,sandia.gov,sandia-gov,home,0
scidac.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://scidac.gov,scidac.gov,scidac-gov,home,0
science.gov,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,security@osti.gov,https://science.gov,science.gov,science-gov,home,0
smartgrid.gov,Federal - Executive,Department of Energy,Office of Electricity Delivery and Energy Reliability,Washington,DC,aws.master@nrel.gov,https://smartgrid.gov,smartgrid.gov,smartgrid-gov,home,0
sns.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,https://sns.gov,sns.gov,sns-gov,home,0
solardecathlon.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,https://solardecathlon.gov,solardecathlon.gov,solardecathlon-gov,home,0
srnl.gov,Federal - Executive,Department of Energy,Savannah River National Lab,Aiken,SC,srnl-cyber@srnl.doe.gov,https://srnl.gov,srnl.gov,srnl-gov,home,0
srs.gov,Federal - Executive,Department of Energy,Savannah River Nuclear Solutions (SRNS),Aiken,SC,netsec@srs.gov,https://srs.gov,srs.gov,srs-gov,home,0
swpa.gov,Federal - Executive,Department of Energy,Southwestern Power Administration,Tulsa,OK,CyberSecurityTeam@swpa.gov,https://swpa.gov,swpa.gov,swpa-gov,home,0
unnpp.gov,Federal - Executive,Department of Energy,"Bechtel Bettis, Inc.",West Mifflin,PA,SecurityOperationsCenter@unnpp.gov,https://unnpp.gov,unnpp.gov,unnpp-gov,home,0
unrpnet.gov,Federal - Executive,Department of Energy,Office of Naval Reactors,Washington,DC,CorporateCommunications@unnpp.onmicrosoft.com,https://unrpnet.gov,unrpnet.gov,unrpnet-gov,home,0
wapa.gov,Federal - Executive,Department of Energy,Western Area Power Administration,Lakewood,CO,NETMGMT@wapa.gov,https://wapa.gov,wapa.gov,wapa-gov,home,0
ymp.gov,Federal - Executive,Department of Energy,Office of Legacy Management,Las Vegas,NV,cybersoc@lm.doe.gov,https://ymp.gov,ymp.gov,ymp-gov,home,0
988.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,olexiy.karakcheyev@samhsa.hhs.gov,https://988.gov,988.gov,988-gov,home,0
aanhpiheritage.gov,Federal - Executive,Department of Health and Human Services,OS/ASPA,Washington,DC,ricky.ford@hhs.gov,https://aanhpiheritage.gov,aanhpiheritage.gov,aanhpiheritage-gov,home,0
acf.gov,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,responsibledisclosure@hhs.gov,https://acf.gov,acf.gov,acf-gov,home,0
