,resource_category,website_id,page_id,page_type,page_url,rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022_,total_docs_3years_,total_refs_,total_cites_3years_,citable_docs_3years_,cites_doc_2years_,ref_doc_,region,publisher,coverage,categories,areas,country,url,continent,violations,passes,total_checks,failure_rate
4023,journal,Acta-Dermato-Venereologica,0,home,https://medicaljournalssweden.se/actadv/index,5008.0,24213.0,Acta Dermato-Venereologica,journal,"16512057, 00015555","0,897",Q1,92.0,213.0,921.0,4993.0,2027.0,654.0,"2,07","23,44",Western Europe,Medical Journals/Acta D-V,"1945-1946, 1948-2022",Dermatology;Medicine,Medicine,Sweden,https://www.medicaljournals.se/acta/,Europe,12,7360,7372,0.0016277807921866521
4024,journal,Acta-Dermatovenerologica-Alpina-Panonica-et-Adriatica,0,home,https://acta-apa.org/,16170.0,36814.0,"Acta Dermatovenerologica Alpina, Panonica et Adriatica",journal,"13184458, 15812979","0,269",Q3,29.0,39.0,125.0,1229.0,148.0,118.0,"1,20","31,51",Eastern Europe,Slovenian Medical Society,1994-2022,Dermatology;Infectious Diseases;Medicine,Medicine,Slovenia,http://www.acta-apa.org/,Europe,10,176,186,0.053763440860215055
4025,journal,Acta-Dermatovenerologica-Croatica,0,home,http://adc.mef.hr/,18815.0,24217.0,Acta Dermatovenerologica Croatica,journal,1330027X,"0,207",Q3,26.0,52.0,158.0,405.0,105.0,103.0,"0,40","7,79",Eastern Europe,Croatian Dermatovenerological Society,1994-2022,Dermatology;Infectious Diseases;Medicine,Medicine,Croatia,http://adc.mef.hr/,Europe,8,53,61,0.13114754098360656
4026,journal,Acta-Ecologica-Sinica,0,home,https://www.sciencedirect.com/journal/acta-ecologica-sinica,11140.0,21101081693.0,Acta Ecologica Sinica,journal,18722032,"0,458",Q2,36.0,134.0,160.0,7418.0,458.0,159.0,"2,98","55,36",Asiatic Region,Ecological Society of China,"2006-2008, 2014, 2017-2022",,Agricultural and Biological Sciences; Environmental Science,China,https://www.sciencedirect.com/journal/acta-ecologica-sinica,Asia,4,201,205,0.01951219512195122
4027,journal,Acta-Endocrinologica,0,home,https://acta-endo.ro/,16777.0,5100155028.0,Acta Endocrinologica,journal,"1843066X, 18410987","0,252",Q4,17.0,68.0,266.0,1755.0,248.0,231.0,"0,72","25,81",Eastern Europe,Acta Endocrinologica Foundation,"2005, 2008-2022","Endocrine and Autonomic Systems;Endocrinology;Endocrinology, Diabetes and Metabolism","Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",Romania,https://acta-endo.ro/,Europe,23,218,241,0.0954356846473029
4028,journal,Acta-Entomologica-Musei-Nationalis-Pragae,0,home,https://www.aemnp.eu/,10460.0,19700177038.0,Acta Entomologica Musei Nationalis Pragae,journal,"18046487, 03741036","0,492",Q2,23.0,25.0,118.0,1575.0,87.0,118.0,"0,70","63,00",Eastern Europe,National Museum/Narodni muzeum,2005-2022,Insect Science,Agricultural and Biological Sciences,Czech Republic,https://www.aemnp.eu/,Europe,8,295,303,0.026402640264026403
4029,journal,Acta-Epileptologica,0,home,https://aepi.biomedcentral.com/,15186.0,21101080425.0,Acta Epileptologica,journal,"25244434, 20969384","0,298",Q3,4.0,41.0,62.0,1559.0,76.0,60.0,"1,26","38,02",Western Europe,BioMed Central Ltd.,2019-2022,Neurology;Neurology,Medicine; Neuroscience,United Kingdom,https://aepi.biomedcentral.com/,Europe,12,972,984,0.012195121951219513
4030,journal,Acta-Ethologica,0,home,https://link.springer.com/journal/10211,14132.0,24090.0,Acta Ethologica,journal,"14379546, 08739749","0,333",Q3,34.0,28.0,75.0,1572.0,73.0,71.0,"0,96","56,14",Western Europe,Springer Verlag,1998-2022,Animal Science and Zoology,Agricultural and Biological Sciences,Germany,https://www.springer.com/journal/10211,Europe,1,1121,1122,0.00089126559714795
4031,journal,Acta-Fytotechnica-et-Zootechnica,0,home,http://www.acta.fapz.uniag.sk/journal,21721.0,21100916903.0,Acta Fytotechnica et Zootechnica,journal,"13369245, 1335258X","0,153",Q4,5.0,43.0,191.0,1285.0,82.0,191.0,"0,45","29,88",Eastern Europe,Slovak University of Agriculture in Nitra,2018-2022,Agronomy and Crop Science;Animal Science and Zoology;Food Science,Agricultural and Biological Sciences,Slovakia,http://www.acta.fapz.uniag.sk/,Europe,8,573,581,0.013769363166953529
4032,journal,Acta-Gastro-Enterologica-Belgica,0,home,https://www.ageb.be/,14005.0,27820.0,Acta Gastro-Enterologica Belgica,journal,00015644,"0,338",Q3,37.0,91.0,288.0,2284.0,294.0,211.0,"1,04","25,10",Western Europe,Universa Press,1946-2022,Gastroenterology,Medicine,Belgium,https://www.ageb.be/,Europe,22,600,622,0.03536977491961415
4033,journal,Acta-Gastroenterologica-Latinoamericana,0,home,https://actagastro.org/,25518.0,27821.0,Acta Gastroenterologica Latinoamericana,journal,03009033,"0,108",Q4,18.0,41.0,212.0,1256.0,17.0,167.0,"0,07","30,63",Latin America,Sociedad Argentina de Gastroenterologia,"1970-1974, 1977-2022",Gastroenterology,Medicine,Argentina,http://actagastro.org/,South America,59,874,933,0.0632368703108253
4034,journal,Acta-Gymnica,0,home,https://www.gymnica.upol.cz/,14435.0,21100394733.0,Acta Gymnica,journal,"23364912, 23364920","0,322",Q3,13.0,8.0,67.0,322.0,89.0,67.0,"1,30","40,25",Eastern Europe,Palacky University,2014-2022,"Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Czech Republic,https://www.gymnica.upol.cz/,Europe,29,200,229,0.12663755458515283
4035,journal,Acta-Haematologica,0,home,https://karger.com/AHA,6873.0,25419.0,Acta Haematologica,journal,"00015792, 14219662","0,719",Q2,60.0,80.0,285.0,2642.0,657.0,226.0,"2,27","33,03",Western Europe,S. Karger AG,1948-2022,Hematology;Medicine,Medicine,Switzerland,https://www.karger.com/Journal/Home/223829,Europe,66,1096,1162,0.05679862306368331
4036,journal,Acta-Hepatologica-Japonica,0,home,https://www.jsh.or.jp/medical/bulletin/kanzo.html,26020.0,25317.0,Acta Hepatologica Japonica,journal,"04514203, 18813593","0,104",Q4,11.0,52.0,187.0,713.0,12.0,184.0,"0,04","13,71",Asiatic Region,Japan Society of Hepatology,"1961, 1963, 1966-1972, 1974-2022",Hepatology,Medicine,Japan,https://www.jsh.or.jp/medical/bulletin/kanzo,Asia,9,466,475,0.018947368421052633
4037,journal,Acta-Herpetologica,0,home,https://oaj.fupress.net/index.php/ah,16273.0,19700170812.0,Acta Herpetologica,journal,"18279635, 18279643","0,266",Q3,18.0,20.0,53.0,919.0,47.0,53.0,"0,88","45,95",Western Europe,Firenze University Press,2009-2022,Animal Science and Zoology,Agricultural and Biological Sciences,Italy,https://oaj.fupress.net/index.php/ah,Europe,13,487,500,0.026
4038,journal,Acta-Histochemica,0,home,https://www.sciencedirect.com/journal/acta-histochemica,10575.0,16756.0,Acta Histochemica,journal,"00651281, 16180372","0,486",Q3,57.0,98.0,356.0,5043.0,843.0,351.0,"2,51","51,46",Western Europe,Urban und Fischer Verlag Jena,1954-2022,Histology;Medicine;Cell Biology,"Biochemistry, Genetics and Molecular Biology; Medicine",Germany,https://www.journals.elsevier.com/acta-histochemica,Europe,4,201,205,0.01951219512195122
4039,journal,Acta-Histochemica-et-Cytochemica,0,home,http://ahc-journal.jp/,9192.0,18386.0,Acta Histochemica et Cytochemica,journal,"13475800, 00445991","0,563",Q2,29.0,20.0,53.0,753.0,120.0,53.0,"2,41","37,65",Asiatic Region,Japan Society of Histochemistry and Cytochemistry,1968-2022,Histology;Pathology and Forensic Medicine;Biochemistry;Cell Biology;Physiology,"Biochemistry, Genetics and Molecular Biology; Medicine",Japan,http://ahc-journal.jp/,Asia,25,359,384,0.06510416666666667
4040,journal,Acta-Horticulturae,0,home,https://www.ishs.org/publications,21970.0,26209.0,Acta Horticulturae,book series,05677572,"0,149",Q4,68.0,1391.0,4940.0,28198.0,1432.0,4913.0,"0,27","20,27",Western Europe,International Society for Horticultural Science,"1976, 1982, 1984, 1988, 1996-2022",Horticulture,Agricultural and Biological Sciences,Belgium,https://www.ishs.org/publications,Europe,12,417,429,0.027972027972027972
4041,journal,Acta-Horticulturae-Sinica,0,home,https://www.ahs.ac.cn/EN/volumn/home.shtml,17544.0,21100790326.0,Acta Horticulturae Sinica,journal,0513353X,"0,233",Q3,13.0,510.0,1049.0,10635.0,920.0,1049.0,"0,98","20,85",Asiatic Region,Editorial Office of Horticultural Plant Journal,2016-2022,Horticulture;Plant Science,Agricultural and Biological Sciences,China,http://www.ahs.ac.cn/EN/volumn/home.shtml,Asia,9,98,107,0.08411214953271028
4042,journal,Acta-Informatica-Medica,0,home,https://actainformmed.org/,11420.0,21100203503.0,Acta Informatica Medica,journal,"03538109, 19865988","0,446",Q3,29.0,43.0,151.0,1075.0,377.0,150.0,"1,89","25,00",Eastern Europe,Avicena Publishing,2012-2022,Medicine,Medicine,Bosnia and Herzegovina,https://actainformmed.org/,Europe,48,445,493,0.0973630831643002
4043,journal,Acta-Marisiensis-Seria-Medica,0,home,https://ojs.actamedicamarisiensis.ro/index.php/amm,24914.0,21101023830.0,Acta Marisiensis - Seria Medica,journal,"26687763, 22476113","0,113",Q4,3.0,35.0,68.0,920.0,22.0,68.0,"0,32","26,29",Eastern Europe,Sciendo,2020-2022,"Dentistry;Pharmacology, Toxicology and Pharmaceutics","Dentistry; Pharmacology, Toxicology and Pharmaceutics",Poland,https://ojs.actamedicamarisiensis.ro/index.php/amm,Europe,20,502,522,0.038314176245210725
4044,journal,Acta-Medica-Bulgarica,0,home,https://sciendo.com/journal/AMB,24269.0,26759.0,Acta Medica Bulgarica,journal,03241750,"0,119",Q4,6.0,24.0,134.0,678.0,17.0,133.0,"0,15","28,25",Western Europe,Walter de Gruyter GmbH,"1975-1976, 1978-1987, 2001-2022",Medicine,Medicine,Germany,https://content.sciendo.com/view/journals/amb/amb-overview.xml,Europe,51,1377,1428,0.03571428571428571
4045,journal,Acta-Medica-Croatica,0,home,http://www.amzh.hr/nakladnistvo/acta-medica-croatica/,25632.0,26545.0,Acta Medica Croatica,journal,13300164,"0,107",Q4,18.0,0.0,37.0,0.0,3.0,35.0,"0,17","0,00",Eastern Europe,Academy of Medical Sciences of Croatica,1991-2021,Medicine,Medicine,Croatia,http://www.amzh.hr/nakladnistvo/acta-medica-croatica/,Europe,12,1185,1197,0.010025062656641603
4046,journal,Acta-Medica-Lituanica,0,home,https://www.journals.vu.lt/AML/,19895.0,21101046768.0,Acta Medica Lituanica,journal,"13920138, 20294174","0,186",Q4,2.0,35.0,43.0,1011.0,18.0,43.0,"0,42","28,89",Eastern Europe,Vilnius University Press,2021-2022,Medicine,Medicine,Lithuania,https://www.journals.vu.lt/AML/,Europe,13,106,119,0.1092436974789916
4047,journal,Acta-Medica-Okayama,0,home,https://ousar.lib.okayama-u.ac.jp/ja/journal/amo,19415.0,26563.0,Acta Medica Okayama,journal,0386300X,"0,195",Q4,41.0,97.0,263.0,2184.0,189.0,263.0,"0,58","22,52",Asiatic Region,Okayama University,1972-2022,"Biochemistry, Genetics and Molecular Biology;Medicine","Biochemistry, Genetics and Molecular Biology; Medicine",Japan,http://ousar.lib.okayama-u.ac.jp/ja/journal/amo,Asia,9,1213,1222,0.007364975450081833
4048,journal,Acta-Medica-Philippina,0,home,https://actamedicaphilippina.upm.edu.ph/index.php/acta,24373.0,26564.0,Acta Medica Philippina,journal,"20949278, 00016071","0,118",Q4,7.0,286.0,326.0,6907.0,71.0,300.0,"0,22","24,15",Asiatic Region,University of the Philippines at Manila,"1947-1956, 1958-1960, 1962-1967, 1973-1981, 2011-2022",Medicine,Medicine,Philippines,https://actamedicaphilippina.upm.edu.ph/index.php/acta,Asia,9,499,508,0.017716535433070866
4049,journal,Acta-Medica-Portuguesa,0,home,http://www.actamedicaportuguesa.com/eng/index.php,14726.0,26591.0,Acta Medica Portuguesa,journal,"0870399X, 16460758","0,313",Q3,27.0,192.0,640.0,2944.0,584.0,393.0,"0,64","15,33",Western Europe,CELOM,"1979-1981, 1983-1986, 1988-2022",Medicine,Medicine,Portugal,http://www.actamedicaportuguesa.com/eng/index.php,Europe,41,512,553,0.07414104882459313
4050,journal,Acta-Medica-Saliniana,0,home,https://saliniana.com.ba/index.php/ams,27424.0,19600157206.0,Acta Medica Saliniana,journal,"0350364X, 18403956","0,100",Q4,5.0,11.0,54.0,282.0,1.0,54.0,"0,00","25,64",Eastern Europe,University Clinical Center Tuzla,"2009-2012, 2016-2019, 2021",Medicine,Medicine,Bosnia and Herzegovina,http://saliniana.com.ba/,Europe,41,495,536,0.07649253731343283
4051,journal,Acta-Microbiologica-Bulgarica,0,home,https://actamicrobio.bg/,23160.0,34601.0,Acta Microbiologica Bulgarica,journal,02048809,"0,132",Q4,3.0,52.0,71.0,1786.0,26.0,70.0,"0,39","34,35",Eastern Europe,Bulgarska Akademiia Na Naukite,"1978-1990, 1993, 2017-2022","Biochemistry, Genetics and Molecular Biology;Microbiology","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Bulgaria,https://actamicrobio.bg/,Europe,14,60,74,0.1891891891891892
4052,journal,Acta-Microbiologica-Hellenica,0,home,https://acta.hms.org.gr/,26022.0,92475.0,Acta Microbiologica Hellenica,journal,04389573,"0,104",Q4,3.0,6.0,45.0,217.0,4.0,44.0,"0,04","36,17",Western Europe,Greek Society of Microbiology Ascent Ltd,"1973-1985, 1989-2022",Microbiology,Medicine,Greece,https://acta.hms.org.gr/,Europe,24,240,264,0.09090909090909091
4053,journal,Acta-Microbiologica-et-Immunologica-Hungarica,0,home,https://akjournals.com/view/journals/030/030-overview.xml?rskey=k4UGYp&result=17,14133.0,19090.0,Acta Microbiologica et Immunologica Hungarica,journal,"12178950, 15882640","0,333",Q3,31.0,45.0,118.0,1886.0,182.0,118.0,"1,27","41,91",Eastern Europe,Akademiai Kiado,1994-2022,Immunology and Microbiology;Infectious Diseases;Medicine;Microbiology,Immunology and Microbiology; Medicine,Hungary,https://akjournals.com/view/journals/030/030-overview.xml?rskey=k4UGYp&result=17,Europe,101,1530,1631,0.061925199264255056
4054,journal,Acta-Mycologica,0,home,https://pbsociety.org.pl/journals/index.php/am,16862.0,21100463095.0,Acta Mycologica,journal,"2353074X, 0001625X","0,250",Q3,8.0,8.0,47.0,399.0,30.0,44.0,"0,52","49,88",Eastern Europe,Polish Botanical Society,2015-2022,Plant Science,Agricultural and Biological Sciences,Poland,https://pbsociety.org.pl/journals/index.php/am,Europe,32,457,489,0.065439672801636
4055,journal,Acta-Myologica,0,home,https://www.actamyologica.it/,11100.0,22396.0,Acta Myologica,journal,11282460,"0,460",Q3,37.0,23.0,84.0,0.0,160.0,81.0,"2,13","0,00",Western Europe,Gaetano Conte Academy,1997-2022,Cardiology and Cardiovascular Medicine;Medicine,Medicine,Italy,https://www.actamyologica.it/,Europe,54,516,570,0.09473684210526316
4056,journal,Acta-Naturae,0,home,https://actanaturae.ru/2075-8251,10737.0,21100256975.0,Acta Naturae,journal,20758251,"0,478",Q3,32.0,30.0,145.0,2080.0,327.0,145.0,"2,07","69,33",Eastern Europe,,2013-2022,Biochemistry;Biotechnology;Molecular Biology;Molecular Medicine,"Biochemistry, Genetics and Molecular Biology",Russia,http://actanaturae.ru/2075-8251,Asia,135,1239,1374,0.0982532751091703
4057,journal,Acta-Neurochirurgica,0,home,https://link.springer.com/journal/701,6889.0,20412.0,Acta Neurochirurgica,journal,"00016268, 09420940","0,718",Q1,105.0,412.0,1200.0,10765.0,2761.0,1023.0,"2,26","26,13",Western Europe,Springer-Verlag Wien,1950-2022,Surgery;Neurology,Medicine,Austria,https://www.springer.com/journal/701,Europe,1,1107,1108,0.0009025270758122744
4058,journal,Acta-Neurologica-Belgica,0,home,https://link.springer.com/journal/13760,9392.0,17546.0,Acta Neurologica Belgica,journal,"03009009, 22402993, 03009108","0,550",Q2,40.0,458.0,694.0,9144.0,1135.0,425.0,"1,63","19,97",Western Europe,Springer-Verlag Italia Srl,"1959-1965, 1970-2022",Medicine;Neurology,Medicine,Italy,https://www.springer.com/journal/13760,Europe,1,1025,1026,0.0009746588693957114
4059,journal,Acta-Neurologica-Taiwanica,0,home,https://www.neuro.org.tw/,18711.0,17551.0,Acta Neurologica Taiwanica,journal,"1028768X, 10196099","0,209",Q4,27.0,38.0,69.0,631.0,63.0,63.0,"0,82","16,61",Asiatic Region,Taiwan Neurological Society,1997-2022,Medicine;Neurology;Neurology,Medicine; Neuroscience,Taiwan,http://www.neuro.org.tw/magz/,Asia,61,472,533,0.11444652908067542
4060,journal,Acta-Neuropsychologica,0,home,https://actaneuropsychologica.com/resources/html/cms/MAINPAGE,18199.0,300147009.0,Acta Neuropsychologica,journal,17307503,"0,219",Q4,14.0,32.0,91.0,1441.0,73.0,91.0,"0,82","45,03",Eastern Europe,Agencja Wydawnicza Medsportpress,2005-2022,Applied Psychology;Neuropsychology and Physiological Psychology,Psychology,Poland,https://actaneuropsychologica.com/resources/html/cms/MAINPAGE,Europe,15,488,503,0.02982107355864811
4061,journal,Acta-Oceanologica-Sinica,0,home,https://link.springer.com/journal/13131,12586.0,26775.0,Acta Oceanologica Sinica,journal,"18691099, 0253505X","0,395",Q3,33.0,178.0,522.0,8965.0,854.0,518.0,"1,44","50,37",Asiatic Region,Springer Verlag,"1985-1993, 1996-2022",,Agricultural and Biological Sciences; Earth and Planetary Sciences,China,https://www.springer.com/journal/13131,Asia,1,1106,1107,0.0009033423667570009
4062,journal,Acta-Ornithologica,0,home,https://miiz.waw.pl/en/wydawnictwa/acta-ornithologica,15370.0,20957.0,Acta Ornithologica,journal,00016454,"0,292",Q3,34.0,0.0,70.0,0.0,63.0,70.0,"0,83","0,00",Eastern Europe,Polish Academy of Sciences,"1981, 1983-1989, 1991-2021",Animal Science and Zoology,Agricultural and Biological Sciences,Poland,https://miiz.waw.pl/en/wydawnictwa/acta-ornithologica,Europe,54,555,609,0.08866995073891626
4063,journal,Acta-Orthopaedica-Belgica,0,home,http://www.actaorthopaedica.be/,18107.0,15190.0,Acta Orthopaedica Belgica,journal,00016462,"0,221",Q3,56.0,107.0,301.0,1912.0,143.0,300.0,"0,41","17,87",Western Europe,ARSMB-KVBMG,1946-2022,Orthopedics and Sports Medicine;Surgery;Medicine,Medicine,Belgium,http://www.actaorthopaedica.be/,Europe,68,719,787,0.08640406607369759
4064,journal,Acta-Ortopedica-Brasileira,0,home,https://www.actaortopedica.com/,15559.0,4500151524.0,Acta Ortopedica Brasileira,journal,14137852,"0,286",Q3,25.0,103.0,188.0,2164.0,162.0,187.0,"0,74","21,01",Latin America,Sociedade Brasileira de Ortopedia e Traumatologia,2006-2022,"Orthopedics and Sports Medicine;Physical Therapy, Sports Therapy and Rehabilitation;Rehabilitation",Health Professions; Medicine,Brazil,https://www.actaortopedica.com/,South America,0,364,364,0.0
4065,journal,Acta-Otorhinolaryngologica-Italica,0,home,https://www.actaitalica.it/index,9236.0,13594.0,Acta Otorhinolaryngologica Italica,journal,"0392100X, 1827675X","0,560",Q2,51.0,87.0,240.0,2501.0,521.0,219.0,"1,88","28,75",Western Europe,Pacini Editore s.r.l.,1981-2022,Otorhinolaryngology,Medicine,Italy,https://www.actaitalica.it/index,Europe,29,482,511,0.05675146771037182
4066,journal,Acta-Otorrinolaringologica-Espanola,0,home,https://www.sciencedirect.com/journal/acta-otorrinolaringologica-espanola,14985.0,37536.0,Acta Otorrinolaringologica Espanola,journal,"19883013, 00016519","0,304",Q3,27.0,81.0,207.0,1658.0,173.0,195.0,"0,73","20,47",Western Europe,Sociedad Espanola de Otorrinolaringologia y Cirugia de Cabeza y Cuello,"1973-1986, 1988-2022",Otorhinolaryngology,Medicine,Spain,https://www.journals.elsevier.com/acta-otorrinolaringologica-espanola,Europe,4,201,205,0.01951219512195122
